BaciaCodigo,SubBaciaCodigo,RioCodigo,RioNome,EstadoCodigo,nmEstado,MunicipioCodigo,nmMunicipio,ResponsavelCodigo,ResponsavelSigla,ResponsavelUnidade,ResponsavelJurisdicao,OperadoraCodigo,OperadoraSigla,OperadoraUnidade,OperadoraSubUnidade,TipoEstacao,Codigo,Nome,CodigoAdicional,Latitude,Longitude,Altitude,AreaDrenagem,TipoEstacaoEscala,TipoEstacaoRegistradorNivel,TipoEstacaoDescLiquida,TipoEstacaoSedimentos,TipoEstacaoQualAgua,TipoEstacaoPluviometro,TipoEstacaoRegistradorChuva,TipoEstacaoTanqueEvapo,TipoEstacaoClimatologica,TipoEstacaoPiezometria,TipoEstacaoTelemetrica,PeriodoEscalaInicio,PeriodoEscalaFim,PeriodoRegistradorNivelInicio,PeriodoRegistradorNivelFim,PeriodoDescLiquidaInicio,PeriodoDescLiquidaFim,PeriodoSedimentosInicio,PeriodoSedimentosFim,PeriodoQualAguaInicio,PeriodoQualAguaFim,PeriodoPluviometroInicio,PeriodoPluviometroFim,PeriodoRegistradorChuvaInicio,PeriodoRegistradorChuvaFim,PeriodoTanqueEvapoInicio,PeriodoTanqueEvapoFim,PeriodoClimatologicaInicio,PeriodoClimatologicaFim,PeriodoPiezometriaInicio,PeriodoPiezometriaFim,PeriodoTelemetricaInicio,PeriodoTelemetricaFim,TipoRedeBasica,TipoRedeEnergetica,TipoRedeNavegacao,TipoRedeCursoDagua,TipoRedeEstrategica,TipoRedeCaptacao,TipoRedeSedimentos,TipoRedeQualAgua,TipoRedeClasseVazao,UltimaAtualizacao,Operando,Descricao,NumImagens,DataIns,DataAlt,source_query,requested_filter
6,63,,,28,MATO GROSSO DO SUL,28055000,TRÊS LAGOAS,1062,RIO PARANÁ,,,1062,RIO PARANÁ,,1,2,1952023,UHE JUPIÁ RIO SUCURIÚ,,-19.8083,-52.2753,339,,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,2022-07-01 00:00:00,,,,,,,,,,2022-07-01 00:00:00,,,1,,0,,,0,0,0,2022-09-27 00:00:00,1,RES. ANA/ANEEL N. 0,0,2022-09-27 00:00:00,2022-09-27 00:00:00,station_name_jupia_accent,"{""nmEst"": ""JUPIÁ""}"
6,63,63100000,RIO SUCURIÚ,28,MATO GROSSO DO SUL,28055000,TRÊS LAGOAS,1062,RIO PARANÁ,,,1062,RIO PARANÁ,,1,1,63001850,UHE JUPIÁ RIO SUCURIÚ,,-19.8083,-52.2753,339,,1,0,1,1,0,0,0,0,0,0,1,2022-07-01 00:00:00,,,,2022-07-01 00:00:00,,2022-07-01 00:00:00,,,,,,,,,,,,,,2022-07-01 00:00:00,,,1,,0,,,0,0,0,2022-09-27 00:00:00,1,RES. ANA/ANEEL N. 0,0,2022-09-27 00:00:00,2022-09-27 00:00:00,station_name_jupia_accent,"{""nmEst"": ""JUPIÁ""}"
6,63,60001000,RIO PARANÁ,28,MATO GROSSO DO SUL,28055000,TRÊS LAGOAS,1062,RIO PARANÁ,,,1062,RIO PARANÁ,,1,1,63003300,UHE JUPIÁ SUCURIÚ,,-20.6003,-51.8525,,,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,2015-01-01 00:00:00,,,,,,,,,,,,,,0,1,0,3,0,6,0,3,0,2016-09-22 00:00:00,1,RES. ANA/ANEEL N. 0,0,2015-03-05 00:00:00,2016-09-22 00:00:00,station_name_jupia_accent,"{""nmEst"": ""JUPIÁ""}"
