station_code,entity,water_body,uf,latitude,longitude,parameters,first_year,last_year,years
JAGR02200,CETESB,Rio Jaguari - UGRHI 05,SP,-22.746667,-46.897778,5,2000,2021,21
JAGR02300,CETESB,Rio Jaguari - UGRHI 05,SP,-22.712222,-46.971389,5,2000,2021,21
JAGR02500,CETESB,Rio Jaguari - UGRHI 05,SP,-22.698889,-47.151944,5,2001,2021,20
JAGR02800,CETESB,Rio Jaguari - UGRHI 05,SP,-22.662222,-47.277778,5,1978,2021,43
JAHU 02500,CETESB,Rio Jaú,SP,-22.3025,-48.54027778,1,2014,2018,5
JAHU02500,CETESB,Rio Jaú,SP,-22.3025,-48.540278,5,2014,2021,7
JAMI 02001,CETESB,Rio Jaguari-Mirim,SP,-22.09222222,-46.65194444,1,2016,2018,3
JAMI 02300,CETESB,Rio Jaguari-Mirim,SP,-21.88305556,-46.86944444,1,2015,2018,4
JAMI 02500,CETESB,Rio Jaguari-Mirim,SP,-21.99055556,-47.03861111,1,2012,2018,7
JAMI02001,CETESB,Rio Jaguari-Mirim,SP,-22.092222,-46.651944,5,2016,2021,5
JAMI02300,CETESB,Rio Jaguari-Mirim,SP,-21.883056,-46.869444,5,2005,2021,11
JAMI02500,CETESB,Rio Jaguari-Mirim,SP,-21.990556,-47.038611,5,2005,2021,16
JARD 04800,CETESB,Ribeirão do Jardim,SP,-20.26416667,-48.34694444,1,2016,2018,3
JARD04800,CETESB,Ribeirão do Jardim,SP,-20.264167,-48.346944,5,2016,2021,5
JARI 00800,CETESB,Reservatório Jaguari - UGRHI 05,SP,-22.92777778,-46.42416667,1,2012,2018,7
JARI00800,CETESB,Reservatório Jaguari - UGRHI 05,SP,-22.927778,-46.424167,5,2008,2021,13
JCBA02950,CETESB,Ribeirão Jacuba,SP,-22.8417,-47.2531,5,2018,2021,3
JCGU 03200,CETESB,Rio Jacaré-Guaçu,SP,-22.01611111,-48.12444444,1,2012,2018,7
JCGU 03400,CETESB,Rio Jacaré-Guaçu,SP,-21.86583333,-48.27833333,1,2012,2018,7
JCGU 03900,CETESB,Rio Jacaré-Guaçu,SP,-21.82583333,-48.8325,1,2012,2018,7
JCGU03200,CETESB,Rio Jacaré-Guaçu,SP,-22.016111,-48.124444,5,2011,2021,10
JCGU03400,CETESB,Rio Jacaré-Guaçu,SP,-21.865833,-48.278333,5,2001,2021,20
JCGU03900,CETESB,Rio Jacaré-Guaçu,SP,-21.825833,-48.8325,5,1978,2021,42
JCRE 00500,CETESB,Reservatório do Rio Jacareí-UGHRI -5,SP,-22.97111111,-46.40083333,1,2014,2018,5
JCRE00500,CETESB,Reservatório do Rio Jacareí-UGHRI -5,SP,-22.971111,-46.400833,5,2014,2021,7
JIBU 02750,CETESB,Rio Pirajibú,SP,-23.4211,-47.3528,5,2018,2018,1
JIBU 02900,CETESB,Rio Pirajibú,SP,-23.415,-47.43888889,1,2012,2018,7
JIBU02900,CETESB,Rio Pirajibú,SP,-23.415,-47.438889,5,2005,2021,16
JPEP 03150,CETESB,Rio Jacaré-Pepira,SP,-22.29166667,-48.12916667,1,2014,2018,5
JPEP 03500,CETESB,Rio Jacaré-Pepira,SP,-22.07888889,-48.44166667,1,2012,2018,7
JPEP 03600,CETESB,Rio Jacaré-Pepira,SP,-22.07333333,-48.48666667,1,2012,2018,7
JPEP03150,CETESB,Rio Jacaré-Pepira,SP,-22.291667,-48.129167,5,2014,2021,7
JPEP03500,CETESB,Rio Jacaré-Pepira,SP,-22.078889,-48.441667,5,1979,2021,42
JPEP03600,CETESB,Rio Jacaré-Pepira,SP,-22.073333,-48.486667,5,2010,2021,11
JQJU 00900,CETESB,Reservatório do Juqueri ou Paiva Castro,SP,-23.34027778,-46.6625,1,2012,2018,7
JQJU00900,CETESB,Reservatório do Juqueri ou Paiva Castro,SP,-23.340278,-46.6625,5,1978,2021,43
JQRI 03300,CETESB,Rio Juqueri,SP,-23.3325,-46.70527778,1,2013,2018,6
JQRI 03800,CETESB,Rio Juqueri,SP,-23.4025,-46.83583333,1,2012,2018,7
JQRI03300,CETESB,Rio Juqueri,SP,-23.3325,-46.705278,5,2013,2021,8
JQRI03800,CETESB,Rio Juqueri,SP,-23.4025,-46.835833,5,1978,2021,43
JUMI 00100,CETESB,Ribeirão Jundiaí-Mirim,SP,-23.12166667,-46.77083333,1,2012,2018,7
JUMI 00100 ou JUMI00100,CETESB,Ribeirão Jundiaí-Mirim,SP,-23.121667,-46.770833,5,2000,2020,20
JUMI 00250,CETESB,Ribeirão Jundiaí-Mirim,SP,-23.14638889,-46.80611111,1,2012,2018,7
JUMI 00250 ou JUMI00250,CETESB,Ribeirão Jundiaí-Mirim,SP,-23.146389,-46.806111,5,2000,2020,20
JUMI 00500,CETESB,Ribeirão Jundiaí-Mirim,SP,-23.14527778,-46.85111111,1,2012,2018,7
JUMI 00800,CETESB,Ribeirão Jundiaí-Mirim,SP,-23.15833333,-46.90944444,1,2012,2018,7
JUMI00500,CETESB,Ribeirão Jundiaí-Mirim,SP,-23.145278,-46.851111,5,2000,2021,21
JUMI00800,CETESB,Ribeirão Jundiaí-Mirim,SP,-23.158333,-46.909444,5,2000,2021,21
JUNA 02010,CETESB,Rio Jundiaí - UGRHI 05,SP,-23.20833333,-46.76861111,1,2012,2018,7
JUNA 02020,CETESB,Rio Jundiaí - UGRHI 05,SP,-23.20361111,-46.77305556,1,2012,2018,7
JUNA 02020 ou JUNA02020,CETESB,Rio Jundiaí - UGRHI 05,SP,-23.203611,-46.773056,5,1978,2020,42
JUNA 02100,CETESB,Rio Jundiaí - UGRHI 05,SP,-23.20805556,-46.80833333,1,2012,2018,7
JUNA 02100 ou JUNA02100,CETESB,Rio Jundiaí - UGRHI 05,SP,-23.208056,-46.808333,5,2000,2020,20
JUNA 03190 ou JUNA03190,CETESB,Rio Jundiaí - UGRHI 05,SP,-23.1469,-47.0228,5,2002,2020,18
JUNA 03270,CETESB,Rio Jundiaí - UGRHI 05,SP,-23.10833333,-47.18027778,1,2012,2018,7
JUNA 03700 ou JUNA03700,CETESB,Rio Jundiaí - UGRHI 05,SP,-23.195,-47.2686,5,2002,2020,18
JUNA02010,CETESB,Rio Jundiaí - UGRHI 05,SP,-23.208333,-46.768611,5,2000,2021,21
JUNA03150,CETESB,Rio Jundiaí - UGRHI 05,SP,-23.1936,-46.8694,5,2000,2021,21
JUNA03200,CETESB,Rio Jundiaí - UGRHI 05,SP,-23.1383,-47.0847,5,2000,2021,21
JUNA03270,CETESB,Rio Jundiaí - UGRHI 05,SP,-23.108333,-47.180278,5,1978,2021,43
JUNA03900,CETESB,Rio Jundiaí - UGRHI 05,SP,-23.21,-47.2911,5,1993,2021,28
JUZI 02400,CETESB,Rio Jundiazinho,SP,-23.22944444,-46.62888889,1,2012,2018,7
JUZI02400,CETESB,Rio Jundiazinho,SP,-23.229444,-46.628889,5,2010,2021,11
KERI02900,CETESB,Ribeirão Itaqueri,SP,-22.2281,-47.8708,5,2018,2021,3
KNOA 02500 ou KNOA02500,CETESB,Rio Canoas,SP,-20.4303,-47.2939,5,2018,2020,2
LAGE 02500,CETESB,Ribeirão Lageado,SP,-21.43611111,-50.05638889,1,2012,2018,7
LAGE02500,CETESB,Ribeirão Lageado,SP,-21.436111,-50.056389,5,2001,2021,20
LAPE 04850 ou LAPE04850,CETESB,Ribeirão Lavapés - UGRHI 5,SP,-22.9156,-46.5475,5,2017,2020,3
LAPE 04900,CETESB,Ribeirão Lavapés - UGRHI 5,SP,-22.90333333,-46.54722222,1,2012,2016,5
LAPE 04900,CETESB,Ribeirão Lavapés - UGRHI 5,SP,-22.903333,-46.547222,5,2004,2016,13
LARO 02500,CETESB,Rio Claro - UGRHI 05,SP,-22.40916667,-47.54027778,1,2012,2018,7
LARO 02900,CETESB,Rio Claro - UGRHI 05,SP,-22.47944444,-47.58638889,1,2012,2018,7
LARO02500,CETESB,Rio Claro - UGRHI 05,SP,-22.409167,-47.540278,5,2010,2021,11
LARO02900,CETESB,Rio Claro - UGRHI 05,SP,-22.479444,-47.586389,5,2005,2021,16
LAVP03055,CETESB,Ribeirão Lavapés - UGHRI 10,SP,-22.9125,-48.4467,5,2016,2021,5
LENS 02500,CETESB,Rio Lençóis,SP,-22.59694444,-48.80388889,1,2012,2018,7
LENS 03950,CETESB,Rio Lençóis,SP,-22.50444444,-48.62222222,1,2012,2018,7
LENS02500,CETESB,Rio Lençóis,SP,-22.596944,-48.803889,5,2001,2021,20
LENS03950,CETESB,Rio Lençóis,SP,-22.504444,-48.622222,5,2008,2021,13
MARI 04250,CETESB,Ribeirão do Marinheiro,SP,-20.2925,-50.07972222,1,2013,2018,6
MARI04250,CETESB,Ribeirão do Marinheiro,SP,-20.2925,-50.079722,5,2013,2021,8
MATA 04900,CETESB,Córrego Matadouro - UGRHI 15,SP,-20.73111111,-48.92055556,1,2015,2018,4
MATA04900,CETESB,Córrego Matadouro - UGRHI 15,SP,-20.731111,-48.920556,5,2015,2021,6
MEIO 02900,CETESB,Ribeirão do Meio,SP,-22.09722222,-47.27027778,1,2012,2018,7
MEIO02900,CETESB,Ribeirão do Meio,SP,-22.097222,-47.270278,5,2002,2021,19
MOCA 02990,CETESB,Reservatório Cachoeira de Cima,SP,-22.37833333,-46.89972222,1,2012,2018,7
MOCA02990,CETESB,Reservatório Cachoeira de Cima,SP,-22.378333,-46.899722,5,2001,2021,20
MOGU 02100,CETESB,Rio Mogi-Guaçu,SP,-22.26583333,-46.69194444,1,2012,2018,7
MOGU 02160,CETESB,Rio Mogi-Guaçu,SP,-22.36361111,-46.96972222,1,2012,2018,7
MOGU 02200,CETESB,Rio Mogi-Guaçu,SP,-22.29888889,-47.13222222,1,2012,2018,7
MOGU 02210,CETESB,Rio Mogi-Guaçu,SP,-22.28916667,-47.18527778,1,2012,2018,7
MOGU 02250,CETESB,Rio Mogi-Guaçu,SP,-22.09638889,-47.25527778,1,2012,2018,7
MOGU 02260,CETESB,Rio Mogi-Guaçu,SP,-22.09638889,-47.25527778,1,2012,2016,5
MOGU 02300,CETESB,Rio Mogi-Guaçu,SP,-21.94166667,-47.31972222,1,2012,2018,7
MOGU 02350,CETESB,Rio Mogi-Guaçu,SP,-21.92555556,-47.36833333,1,2012,2018,7
MOGU 02450,CETESB,Rio Mogi-Guaçu,SP,-21.84361111,-47.49472222,1,2012,2018,7
MOGU 02490,CETESB,Rio Mogi-Guaçu,SP,-21.72416667,-47.63916667,1,2012,2018,7
MOGU 02800,CETESB,Rio Mogi-Guaçu,SP,-21.20222222,-48.17138889,1,2012,2018,7
MOGU 02900,CETESB,Rio Mogi-Guaçu,SP,-21.01222222,-48.17222222,1,2012,2018,7
MOGU02100,CETESB,Rio Mogi-Guaçu,SP,-22.265833,-46.691944,5,2001,2021,20
MOGU02160,CETESB,Rio Mogi-Guaçu,SP,-22.363611,-46.969722,5,2001,2021,20
MOGU02200,CETESB,Rio Mogi-Guaçu,SP,-22.298889,-47.132222,5,1978,2021,42
MOGU02210,CETESB,Rio Mogi-Guaçu,SP,-22.289167,-47.185278,5,2001,2021,20
MOGU02250,CETESB,Rio Mogi-Guaçu,SP,-22.096389,-47.255278,5,2001,2021,20
MOGU02270,CETESB,Rio Mogi-Guaçu,SP,-22.0511,-47.2714,5,2017,2021,4
MOGU02300,CETESB,Rio Mogi-Guaçu,SP,-21.941667,-47.319722,5,1978,2021,42
MOGU02350,CETESB,Rio Mogi-Guaçu,SP,-21.925556,-47.368333,5,2001,2021,19
MOGU02450,CETESB,Rio Mogi-Guaçu,SP,-21.843611,-47.494722,5,2001,2021,20
MOGU02490,CETESB,Rio Mogi-Guaçu,SP,-21.724167,-47.639167,5,2001,2021,20
MOGU02800,CETESB,Rio Mogi-Guaçu,SP,-21.202222,-48.171389,5,2010,2021,11
MOGU02900,CETESB,Rio Mogi-Guaçu,SP,-21.012222,-48.172222,5,1978,2021,42
MOIN 02600,CETESB,Ribeirão do Moinho,SP,-20.99888889,-51.42194444,1,2013,2018,6
MOIN02600,CETESB,Ribeirão do Moinho,SP,-20.998889,-51.421944,5,2013,2021,8
MOMI 03800,CETESB,Rio Mogi Mirim,SP,-22.39444444,-46.97194444,1,2012,2018,7
MOMI03800,CETESB,Rio Mogi Mirim,SP,-22.394444,-46.971944,5,2002,2021,19
MONJ 04400,CETESB,Rio Monjolinho,SP,-22.035,-47.9575,1,2012,2018,7
MONJ04400,CETESB,Rio Monjolinho,SP,-22.035,-47.9575,5,2011,2021,10
NOVO 02450,CETESB,Rio Novo,SP,-22.99833333,-48.84,1,2012,2018,7
NOVO02450,CETESB,Rio Novo,SP,-22.998333,-48.84,5,2010,2021,11
NUMA 04900,CETESB,Ribeirão Anhumas,SP,-22.76555556,-47.1,1,2012,2018,7
NUMA04900,CETESB,Ribeirão Anhumas,SP,-22.765556,-47.1,5,2000,2021,21
OLHO 02690,CETESB,Córrego dos Olhos d Água,SP,-20.72861111,-48.91444444,1,2015,2018,4
OLHO02690,CETESB,Córrego dos Olhos d Água,SP,-20.728611,-48.914444,5,2015,2021,6
ONCA 02500,CETESB,Ribeirão da Onça (UGRHI15),SP,-21.07805556,-48.79194444,1,2012,2018,7
ONCA02500,CETESB,Ribeirão da Onça (UGRHI15),SP,-21.078056,-48.791944,5,1981,2021,39
OQUE 02900,CETESB,Ribeirão do Roque,SP,-22.02722222,-47.30388889,1,2012,2018,7
OQUE02900,CETESB,Ribeirão do Roque,SP,-22.027222,-47.303889,5,2002,2021,19
ORIZ 02900,CETESB,Rio Oriçanga,SP,-22.28361111,-47.04361111,1,2012,2018,7
ORIZ02900,CETESB,Rio Oriçanga,SP,-22.283611,-47.043611,5,2002,2021,19
PADO 02400,CETESB,Rio Pardo - UGRHI 17,SP,-22.87861111,-49.23972222,1,2016,2018,3
PADO 02500,CETESB,Rio Pardo - UGRHI 17,SP,-22.90416667,-49.61916667,1,2012,2018,7
PADO02400,CETESB,Rio Pardo - UGRHI 17,SP,-22.878611,-49.239722,5,2016,2021,5
PADO02500,CETESB,Rio Pardo - UGRHI 17,SP,-22.904167,-49.619167,5,2001,2021,20
PALM 03800,CETESB,Ribeirão das Palmeiras,SP,-20.74444444,-48.41166667,1,2012,2018,7
PALM03800,CETESB,Ribeirão das Palmeiras,SP,-20.744444,-48.411667,5,2010,2021,11
PARB 02200,CETESB,Rio Paraíba do Sul,SP,-23.31333333,-45.97222222,1,2012,2018,7
PARB 02300,CETESB,Rio Paraíba do Sul,SP,-23.195,-45.93,1,2012,2018,7
PARB 02310,CETESB,Rio Paraíba do Sul,SP,-23.18777778,-45.91777778,1,2012,2018,7
PARB02200,CETESB,Rio Paraíba do Sul,SP,-23.313333,-45.972222,5,2000,2021,21
PARB02300,CETESB,Rio Paraíba do Sul,SP,-23.195,-45.93,5,1984,2021,36
PARB02310,CETESB,Rio Paraíba do Sul,SP,-23.187778,-45.917778,5,1978,2021,25
PARD 02010,CETESB,Rio Pardo - UGRHIs 4 e 12,SP,-21.57222222,-46.83583333,1,2012,2018,7
PARD 02010 ou PARD02010,CETESB,Rio Pardo - UGRHIs 4 e 12,SP,-21.572222,-46.835833,5,2001,2020,19
PARD 02100,CETESB,Rio Pardo - UGRHIs 4 e 12,SP,-21.62333333,-47.04333333,1,2012,2018,7
PARD 02100 ou PARD02100,CETESB,Rio Pardo - UGRHIs 4 e 12,SP,-21.623333,-47.043333,5,1996,2020,24
PARD 02400,CETESB,Rio Pardo - UGRHIs 4 e 12,SP,-21.29222222,-47.48111111,1,2016,2018,3
PARD 02500,CETESB,Rio Pardo - UGRHIs 4 e 12,SP,-21.1,-47.76222222,1,2012,2018,7
PARD 02600,CETESB,Rio Pardo - UGRHIs 4 e 12,SP,-20.96611111,-48.02777778,1,2012,2018,7
PARD 02600 ou PARD02600,CETESB,Rio Pardo - UGRHIs 4 e 12,SP,-20.966111,-48.027778,5,1979,2020,41
PARD 02750,CETESB,Rio Pardo - UGRHIs 4 e 12,SP,-20.61555556,-48.335,1,2012,2018,7
PARD 02800,CETESB,Rio Pardo - UGRHIs 4 e 12,SP,-20.45027778,-48.45416667,1,2012,2018,7
PARD02400,CETESB,Rio Pardo - UGRHIs 4 e 12,SP,-21.292222,-47.481111,5,2016,2021,5
PARD02500,CETESB,Rio Pardo - UGRHIs 4 e 12,SP,-21.1,-47.762222,5,1978,2021,43
PARD02750,CETESB,Rio Pardo - UGRHIs 4 e 12,SP,-20.615556,-48.335,5,2009,2021,12
PARD02800,CETESB,Rio Pardo - UGRHIs 4 e 12,SP,-20.450278,-48.454167,5,1978,2021,42
PARN 02100,CETESB,Rio Paraná,SP,-20.77777778,-51.62944444,1,2012,2018,7
PARN 02110 ou PARN02110,CETESB,Rio Paraná,SP,-20.7972,-51.6275,5,2016,2020,4
PARN02100,CETESB,Rio Paraná,SP,-20.777778,-51.629444,5,1978,2021,43
PATO 02900,CETESB,Ribeirão dos Patos,SP,-21.32138889,-49.82222222,1,2012,2018,7
PATO02900,CETESB,Ribeirão dos Patos,SP,-21.321389,-49.822222,5,2008,2021,13
PCAB 02100,CETESB,Rio Piracicaba,SP,-22.71083333,-47.32277778,1,2012,2018,7
PCAB 02135,CETESB,Rio Piracicaba,SP,-22.6975,-47.38722222,1,2012,2018,7
PCAB 02192,CETESB,Rio Piracicaba,SP,-22.68888889,-47.58277778,1,2012,2018,7
PCAB 02220,CETESB,Rio Piracicaba,SP,-22.71222222,-47.64944444,1,2012,2018,7
PCAB 02300,CETESB,Rio Piracicaba,SP,-22.69555556,-47.67194444,1,2012,2018,7
PCAB 02800,CETESB,Rio Piracicaba,SP,-22.69194444,-47.7775,1,2012,2018,7
PCAB02100,CETESB,Rio Piracicaba,SP,-22.710833,-47.322778,5,1978,2021,31
PCAB02135,CETESB,Rio Piracicaba,SP,-22.6975,-47.387222,5,1979,2021,42
PCAB02192,CETESB,Rio Piracicaba,SP,-22.688889,-47.582778,5,1978,2021,43
PCAB02220,CETESB,Rio Piracicaba,SP,-22.712222,-47.649444,5,1980,2021,41
PCAB02300,CETESB,Rio Piracicaba,SP,-22.695556,-47.671944,5,2000,2021,21
PCAB02800,CETESB,Rio Piracicaba,SP,-22.691944,-47.7775,5,1978,2021,43
PCBP 02500,CETESB,Braço do Rio Piracicaba,SP,-22.62888889,-48.17416667,1,2012,2018,7
PCBP02500,CETESB,Braço do Rio Piracicaba,SP,-22.628889,-48.174167,5,1995,2021,26
PDIZ00700,CETESB,Ribeirão das Perdizes,SP,-22.7342,-45.5717,5,2020,2021,2
PDRA 02450,CETESB,Córrego das Pedras ou Mandi - UGHRI 12,SP,-20.47777778,-48.6075,1,2016,2018,3
PDRA02450,CETESB,Córrego das Pedras ou Mandi - UGHRI 12,SP,-20.477778,-48.6075,5,2016,2021,5
PEIX 02100,CETESB,Rio do Peixe-UGRHI 21,SP,-22.30444444,-50.05,1,2012,2018,7
PEIX 02400,CETESB,Rio do Peixe-UGRHI 21,SP,-22.00277778,-50.76861111,1,2014,2018,5
PEIX 02600,CETESB,Rio do Peixe-UGRHI 21,SP,-21.82527778,-51.1975,1,2012,2018,7
PEIX02100,CETESB,Rio do Peixe-UGRHI 21,SP,-22.304444,-50.05,5,1979,2021,42
PEIX02400,CETESB,Rio do Peixe-UGRHI 21,SP,-22.002778,-50.768611,5,2014,2021,7
PEIX02600,CETESB,Rio do Peixe-UGRHI 21,SP,-21.825278,-51.1975,5,2011,2021,10
PEVA 02900,CETESB,Rio da Itupeva,SP,-22.04833333,-47.25,1,2012,2018,7
PEVA02900,CETESB,Rio da Itupeva,SP,-22.048333,-47.25,5,2002,2021,19
PEXE 02150,CETESB,Rio do Peixe-UGRHI 9,SP,-22.56472222,-46.53555556,1,2012,2018,7
PEXE 02150,CETESB,Rio do Peixe-UGRHI 9,SP,-22.564722,-46.535556,5,2009,2018,10
PEXE 02950,CETESB,Rio do Peixe-UGRHI 9,SP,-22.39833333,-46.84666667,1,2013,2018,6
PEXE02100,CETESB,Rio do Peixe-UGRHI 9,SP,-22.5958,-46.5169,5,2020,2021,2
PEXE02950,CETESB,Rio do Peixe-UGRHI 9,SP,-22.398333,-46.846667,5,2013,2021,8
PGUI 02700,CETESB,Ribeirão Pirapitingui,SP,-23.29222222,-47.27833333,1,2015,2018,4
PGUI02700,CETESB,Ribeirão Pirapitingui,SP,-23.292222,-47.278333,5,2015,2021,6
PIAL 02900,CETESB,Ribeirão do Pinhal,SP,-22.65972222,-47.27583333,1,2012,2018,7
PIAL02900,CETESB,Ribeirão do Pinhal,SP,-22.659722,-47.275833,5,2003,2021,18
PIMI 02900,CETESB,Ribeirão Piracicamirim,SP,-22.69916667,-47.62944444,1,2012,2018,7
PIMI02900,CETESB,Ribeirão Piracicamirim,SP,-22.699167,-47.629444,5,2000,2021,21
PINO 03400,CETESB,Ribeirão Pinheiros,SP,-22.98861111,-46.98861111,1,2015,2018,4
PINO 03400 ou PINO03400,CETESB,Ribeirão Pinheiros,SP,-22.988611,-46.988611,5,2015,2020,5
PINO 03900,CETESB,Ribeirão Pinheiros,SP,-22.91472222,-46.96083333,1,2012,2018,7
PINO03900,CETESB,Ribeirão Pinheiros,SP,-22.914722,-46.960833,5,2000,2021,21
PITA 02450,CETESB,Ribeirão das Pitangueiras,SP,-20.58611111,-48.54916667,1,2016,2018,3
PITA 04800,CETESB,Ribeirão das Pitangueiras,SP,-20.56083333,-48.4575,1,2012,2018,7
PITA 04800 ou PITA04800,CETESB,Ribeirão das Pitangueiras,SP,-20.560833,-48.4575,5,2010,2019,10
PITA02450,CETESB,Ribeirão das Pitangueiras,SP,-20.586111,-48.549167,5,2016,2021,5
PIÇA04850,CETESB,Rio do Piçarrão,SP,-22.9358,-47.1625,5,2017,2021,4
PNHO 04500,CETESB,Ribeirão Pinheirinho - UGHRI 8,SP,-21.08611111,-47.14888889,1,2016,2018,3
PNHO 04500 ou PNHO04500,CETESB,Ribeirão Pinheirinho - UGHRI 8,SP,-21.086111,-47.148889,5,2016,2020,4
PORC 03900,CETESB,Ribeirão dos Porcos,SP,-22.29388889,-46.79083333,1,2012,2018,7
PORC03900,CETESB,Ribeirão dos Porcos,SP,-22.293889,-46.790833,5,2005,2021,16
PRAT 02400,CETESB,Rio da Prata,SP,-22.82666667,-45.68083333,1,2012,2018,7
PRAT02400,CETESB,Rio da Prata,SP,-22.826667,-45.680833,5,2008,2021,13
PRET 02800,CETESB,Rio Preto - UGRHI 15 ,SP,-20.29444444,-49.63611111,1,2012,2018,7
PRET 04300,CETESB,Rio Preto - UGRHI 15 ,SP,-20.62777778,-49.355,1,2012,2018,7
PRET02800,CETESB,Rio Preto - UGRHI 15,SP,-20.294444,-49.636111,5,1978,2021,42
PRET04300,CETESB,Rio Preto - UGRHI 15,SP,-20.627778,-49.355,5,2001,2021,20
PTEI 02900,CETESB,Rio Paratei,SP,-23.20388889,-46.01388889,1,2012,2018,7
PTEI02900,CETESB,Rio Paratei,SP,-23.203889,-46.013889,5,2000,2021,21
QUIL 03200,CETESB,Ribeirão Quilombo,SP,-22.81861111,-47.19861111,1,2012,2018,7
QUIL 03900,CETESB,Ribeirão Quilombo,SP,-22.71444444,-47.33388889,1,2012,2018,7
QUIL03030,CETESB,Ribeirão Quilombo,SP,-22.8206,-47.1567,5,2018,2021,3
QUIL03200,CETESB,Ribeirão Quilombo,SP,-22.818611,-47.198611,5,2000,2021,21
QUIL03500,CETESB,Ribeirão Quilombo,SP,-22.8039,-47.2806,5,2018,2021,3
QUIL03900,CETESB,Ribeirão Quilombo,SP,-22.714444,-47.333889,5,2000,2021,21
RAIN 00880,CETESB,Represa do Rio Atibainha,SP,-23.20972222,-46.38611111,1,2014,2018,5
RAIN00880,CETESB,Represa do Rio Atibainha,SP,-23.209722,-46.386111,5,2014,2021,7
RCAB 00900,CETESB,Reservatório do Cabuçu,SP,-23.405,-46.53305556,1,2012,2018,7
RCAB00900,CETESB,Reservatório do Cabuçu,SP,-23.405,-46.533056,5,1978,2021,12
RGRA 02990,CETESB,Ribeirão Grande,SP,-22.26083333,-48.80972222,1,2012,2018,7
RGRA02990,CETESB,Ribeirão Grande,SP,-22.260833,-48.809722,5,2008,2021,13
RICO 02200,CETESB,Córrego  Rico- UGHRI 9,SP,-21.31055556,-48.46166667,1,2012,2018,7
RICO 02200 ou RICO02200,CETESB,Córrego  Rico- UGHRI 9,SP,-21.310556,-48.461667,5,2010,2020,10
RICO 02600,CETESB,Córrego  Rico- UGHRI 9,SP,-21.31027778,-48.32333333,1,2012,2018,7
RICO 03900,CETESB,Córrego  Rico- UGHRI 9,SP,-21.23361111,-48.18,1,2012,2018,7
RICO 03900 ou RICO03900,CETESB,Córrego  Rico- UGHRI 9,SP,-21.233611,-48.18,5,2010,2020,10
RICO02600,CETESB,Córrego  Rico- UGHRI 9,SP,-21.310278,-48.323333,5,2010,2021,11
RIPE 04250,CETESB,Ribeirão Preto,SP,-21.283056,-47.795278,5,2011,2016,6
RIPE 04250,CETESB,Ribeirão Preto,SP,-21.28305556,-47.79527778,1,2012,2016,5
RIPE 04900,CETESB,Ribeirão Preto,SP,-21.08694444,-47.81555556,1,2012,2018,7
RIPE04300,CETESB,Ribeirão Preto,SP,-21.2672,-47.8189,5,2017,2021,4
RIPE04900,CETESB,Ribeirão Preto,SP,-21.086944,-47.815556,5,2011,2021,10
RITA 02700,CETESB,Ribeirão Santa Rita,SP,-19.95777778,-50.44138889,1,2013,2018,6
RITA02700,CETESB,Ribeirão Santa Rita,SP,-19.957778,-50.441389,5,2013,2021,8
RMAR 02900,CETESB,Reservatório do Córrego Marinheirinho,SP,-20.40527778,-49.95666667,1,2012,2018,7
RMAR02900,CETESB,Reservatório do Córrego Marinheirinho,SP,-20.405278,-49.956667,5,2011,2021,10
RONC 02030,CETESB,Ribeirão das Onças (UGRHI 9),SP,-21.53277778,-47.78805556,1,2012,2018,7
RONC 02030 ou RONC02030,CETESB,Ribeirão das Onças (UGRHI 9),SP,-21.532778,-47.788056,5,2010,2020,10
RONC 02400,CETESB,Ribeirão das Onças (UGRHI 9),SP,-21.3975,-47.86472222,1,2012,2018,7
RONC 02800,CETESB,Ribeirão das Onças (UGRHI 9),SP,-21.2475,-48.03888889,1,2012,2018,7
RONC 02800 ou RONC02800,CETESB,Ribeirão das Onças (UGRHI 9),SP,-21.2475,-48.038889,5,2010,2020,10
RONC02400,CETESB,Ribeirão das Onças (UGRHI 9),SP,-21.3975,-47.864722,5,2010,2021,11
RPRE 02200,CETESB,Reservatório do Rio Preto,SP,-20.80944444,-49.37611111,1,2012,2018,7
RPRE02200,CETESB,Reservatório do Rio Preto,SP,-20.809444,-49.376111,5,1980,2021,38
SAGU 02050,CETESB,Rio Sapucaí Guaçu,SP,-22.71611111,-45.56,1,2014,2018,5
SAGU 02250,CETESB,Rio Sapucaí Guaçu,SP,-22.69361111,-45.50527778,1,2014,2018,5
SAGU02050,CETESB,Rio Sapucaí Guaçu,SP,-22.716111,-45.56,5,2014,2021,7
SAGU02250,CETESB,Rio Sapucaí Guaçu,SP,-22.693611,-45.505278,5,2014,2021,7
SAMI 02200,CETESB,Rio Sapucaí-Mirim,SP,-22.68611111,-45.735,1,2014,2018,5
SAMI02200,CETESB,Rio Sapucaí-Mirim,SP,-22.686111,-45.735,5,2014,2021,7
SAPU 02050,CETESB,Rio Sapucaí -UGHRI 8,SP,-20.98944444,-47.23388889,1,2012,2018,7
SAPU 02050 ou SAPU02050,CETESB,Rio Sapucaí -UGHRI 8,SP,-20.989444,-47.233889,5,2000,2020,19
SAPU 02200,CETESB,Rio Sapucaí -UGHRI 8,SP,-20.77111111,-47.465,1,2012,2018,7
SAPU 02200 ou SAPU02200,CETESB,Rio Sapucaí -UGHRI 8,SP,-20.771111,-47.465,5,2000,2020,19
