station_code,entity,water_body,uf,latitude,longitude,parameters,first_year,last_year,years
PB029,IGAM,Rio da Prata (PN3),MG,-18.93389,-49.79833,6,1997,2021,24
PB030,IGAM,Ribeirão Santo Antônio das Minas Vermelhas,MG,-18.36,-46.97,5,2018,2021,3
PB031,IGAM,Rio Paranaíba,MG,-19.05028,-50.50328,6,1997,2021,24
PB032,IGAM,Rio Paranaíba,MG,-17.7,-46.88,1,2018,2021,3
PB033,IGAM,Rio São Domingos (PN3),MG,-19.22017,-50.67694,6,1997,2021,24
PB034,IGAM,Rio Paranaíba,MG,-19.66,-51.02,6,2012,2021,9
PB035,IGAM,Rio São Marcos,MG,-17.03414,-47.16244,2,2010,2021,11
PB036,IGAM,Ribeirão da Batalha,MG,-17.44564,-47.34506,2,2010,2021,11
PB037,IGAM,Rio Santo Inácio,MG,-18.41544,-47.15486,6,2010,2021,11
PB038,IGAM,Rio Dourados,MG,-18.49119,-47.40633,6,2010,2021,11
PB039,IGAM,Rio Perdizes,MG,-18.32975,-47.48656,6,2010,2021,11
PB040,IGAM,Rio Bagagem,MG,-18.71944,-47.69869,6,2010,2021,11
PB041,IGAM,Rio Piçarrão,MG,-18.76194,-48.04775,6,2010,2021,11
PB042,IGAM,Rio Misericórdia,MG,-19.46589,-46.55297,6,2010,2021,11
PB043,IGAM,Córrego da estação ambiental CEMIG,MG,-19.23042,-47.14908,6,2010,2021,11
PB044,IGAM,Rio Claro,MG,-19.23753,-47.80128,6,2010,2021,11
PB045,IGAM,Rio Piedade,MG,-18.53831,-49.19286,6,2010,2021,11
PB046,IGAM,Rio Tijuco,MG,-19.16619,-48.73636,6,2010,2021,11
PB047,IGAM,Rio Dourado (PN3),MG,-19.06731,-48.57142,6,2010,2021,11
PB048,IGAM,Rio Babilônia,MG,-18.94686,-49.02511,6,2010,2021,11
PB049,IGAM,Ribeirão Monte Alegre,MG,-18.87758,-49.05681,6,2010,2021,11
PB050,IGAM,Rio da Prata (PN3),MG,-19.37703,-49.06061,6,2010,2021,11
PB051,IGAM,Rio São Jerônimo,MG,-18.89014,-49.99994,6,2010,2021,11
PB052,IGAM,Rio São Domingos (PN3),MG,-19.32461,-50.47086,6,2010,2021,11
PB053,IGAM,Rio Arantes,MG,-19.22803,-50.38192,6,2010,2021,11
PB054,IGAM,Ribeirão Volta Grande,MG,-19.49422,-50.67122,6,2010,2021,11
PB055,IGAM,Ribeirão Salitre,MG,-19.07017,-46.78833,6,2010,2021,11
PB056,IGAM,Rio Araguari,MG,-20.14698,-46.67007,6,2011,2021,10
PB057,IGAM,Ribeirão do Inferno,MG,-19.78894,-46.89334,6,2010,2021,11
PJ001,IGAM,Rio Jaguari,MG,-22.88083,-46.39111,6,2011,2021,10
PJ003,IGAM,Rio Camanducaia,MG,-22.70528,-45.93722,6,2011,2021,10
PJ006,IGAM,Rio Camanducaia,MG,-22.76306,-46.15194,6,2011,2021,10
PJ009,IGAM,Rio Camanducaia,MG,-22.76333,-46.22639,6,2011,2021,10
PJ012,IGAM,Rio do Guardinha,MG,-22.70667,-46.45722,6,2011,2021,10
PJ015,IGAM,Rio do Guardinha,MG,-22.75444,-46.365,6,2011,2021,10
PJ018,IGAM,Rio do Guardinha,MG,-22.74417,-46.39194,6,2011,2021,10
PJ021,IGAM,Rio Jaguari,MG,-22.83139,-46.12333,6,2011,2021,10
PJ024,IGAM,Rio Jaguari,MG,-22.84028,-46.30639,6,2011,2021,10
PT003,IGAM,Rio Paracatu,MG,-17.50111,-46.57056,2,1997,2021,24
PT005,IGAM,Córrego Rico,MG,-17.30447,-46.77094,2,1997,2021,24
PTE001,IGAM,Rio da Prata (SF7),MG,-18.30714,-46.27661,6,2006,2021,15
PTE003,IGAM,Rio Santa Catarina,MG,-17.9875,-46.88022,4,2006,2021,15
PTE005,IGAM,Rio Santa Catarina,MG,-17.921,-46.75131,4,2006,2021,15
PTE007,IGAM,Rio Paracatu,MG,-17.77906,-46.61628,3,2006,2021,15
PTE009,IGAM,Rio Claro,MG,-17.74325,-46.92333,2,2013,2021,8
PTE011,IGAM,Ribeirão Arrenegado,MG,-17.62675,-46.89944,2,2006,2021,15
PTE013,IGAM,Ribeirão Escurinho,MG,-17.47758,-46.79931,2,2013,2021,8
PTE015,IGAM,Rio Escuro,MG,-17.50286,-46.60239,2,2013,2021,8
PTE017,IGAM,Rio da Prata (SF7),MG,-17.51131,-46.52547,2,2013,2020,6
PTE023,IGAM,Córrego Rico,MG,-17.24031,-46.86683,2,2006,2021,15
PTE025,IGAM,Ribeirão São Pedro (SF7),MG,-17.03844,-46.81506,2,2013,2021,8
PTE029,IGAM,Ribeirão São Pedro (SF7),MG,-17.12053,-46.76653,2,2013,2021,8
SF001,IGAM,Rio São Francisco (SF),MG,-20.3325,-46.46786,6,1997,2021,24
SF002,IGAM,Rio São Miguel (SF1),MG,-20.23667,-45.66006,6,2000,2021,21
SF003,IGAM,Rio São Francisco (SF),MG,-20.17111,-45.71558,6,1997,2021,24
SF004,IGAM,Rio Preto (SF1),MG,-20.16036,-45.614,6,2000,2021,21
SF008,IGAM,Rio Santana (SF1),MG,-20.08389,-45.58664,6,2006,2021,15
SF010,IGAM,Rio São Francisco (SF),MG,-19.77222,-45.47844,6,2006,2021,15
SF041,IGAM,Ribeirão Água Limpa,MG,-20.45,-46.0,6,2018,2021,3
SF043,IGAM,Ribeirão dos Patos,MG,-20.24,-45.86,6,2018,2021,3
SF045,IGAM,Rio São Francisco,MG,-20.35,-46.07,6,2018,2021,3
SFH10,IGAM,Rio Claro,MG,-17.91556,-47.01056,4,2008,2021,13
00MS18FA2000,IMASUL,Córrego Fazendinha,MS,-19.706233,-51.130828,5,2017,2020,4
00MS18SN2010,IMASUL,Rio Santana,MS,-19.706965,-51.120896,5,2017,2020,4
00MS18SN2013,IMASUL,Rio Santana,MS,-19.708595,-51.129446,5,2017,2020,4
00MS18SN2065,IMASUL,Rio Santana,MS,-19.657259,-51.381756,5,2017,2020,4
00MS19AR2039,IMASUL,Rio Aporé,MS,-19.3074,-51.0892,5,2002,2020,19
00MS19AR2138,IMASUL,Rio Aporé,MS,-19.1066,-51.7285,5,2002,2020,19
00MS19AR2143,IMASUL,Rio Aporé,MS,-19.0866,-51.7481,5,2002,2020,19
00MS19AR2223,IMASUL,Rio Aporé,MS,-18.858389,-52.172069,5,2006,2007,2
00MS19AR2233,IMASUL,Rio Aporé,MS,-18.8584,-52.1721,5,2002,2020,16
00MS19AR2243,IMASUL,Rio Aporé,MS,-18.8515,-52.1808,5,2002,2020,19
00MS19AR2321,IMASUL,Rio Aporé,MS,-18.6903,-52.6263,5,2002,2020,18
00MS25NA1271,IMASUL,Rio Nabileque,MS,-19.728611,-51.5325,3,2006,2020,13
,,,SP,-23.3986,-47.5911,5,2021,2021,1
,,,SP,-22.9225,-47.7419,5,2021,2021,1
ACLA 00500,CETESB,Reservatório Águas Claras,SP,-23.39777778,-46.65833333,1,2014,2018,5
ACLA00500,CETESB,Reservatório Águas Claras,SP,-23.397778,-46.658333,5,2014,2021,7
AGUA 02010,CETESB,Rio Aguapeí ou Feio,SP,-21.92138889,-49.67555556,1,2012,2018,7
AGUA 02100,CETESB,Rio Aguapeí ou Feio,SP,-21.67638889,-50.58916667,1,2012,2018,7
AGUA 02100 ou AGUA02100,CETESB,Rio Aguapeí ou Feio,SP,-21.676389,-50.589167,5,1979,2019,41
AGUA 02500,CETESB,Rio Aguapeí ou Feio,SP,-21.43194444,-51.01444444,1,2014,2018,5
AGUA 02800,CETESB,Rio Aguapeí ou Feio,SP,-21.22083333,-51.49777778,1,2012,2018,7
AGUA02010,CETESB,Rio Aguapeí ou Feio,SP,-21.921389,-49.675556,5,2001,2021,20
AGUA02200,CETESB,Rio Aguapeí ou Feio,SP,-21.6522,-50.6375,5,2020,2021,2
AGUA02500,CETESB,Rio Aguapeí ou Feio,SP,-21.431944,-51.014444,5,2014,2021,7
AGUA02800,CETESB,Rio Aguapeí ou Feio,SP,-21.220833,-51.497778,5,1978,2021,43
ANOR 02300,CETESB,Córrego da Água Norte,SP,-22.207778,-49.910833,5,2006,2016,11
ANOR 02300,CETESB,Córrego da Água Norte,SP,-22.20777778,-49.91083333,1,2012,2016,5
ARAS 02900,CETESB,Rio das Araras,SP,-22.27944444,-47.22305556,1,2012,2018,7
ARAS02900,CETESB,Rio das Araras,SP,-22.279444,-47.223056,5,2002,2021,19
ARAS03400,,,SP,-22.3511,-47.3492,3,2021,2021,1
ARPE 02800,CETESB,Reservatório do Arrependido,SP,-22.31916667,-50.0225,1,2012,2018,7
ARPE02800,CETESB,Reservatório do Arrependido,SP,-22.319167,-50.0225,5,2001,2021,20
ATIB 02010,CETESB,Rio Atibaia,SP,-23.10333333,-46.545,1,2012,2018,7
ATIB 02030,CETESB,Rio Atibaia,SP,-22.96916667,-46.84777778,1,2012,2018,7
ATIB 02035,CETESB,Rio Atibaia,SP,-22.93777778,-46.93361111,1,2012,2018,7
ATIB 02065,CETESB,Rio Atibaia,SP,-22.905,-46.97388889,1,2012,2018,7
ATIB 02300,CETESB,Rio Atibaia,SP,-22.75694444,-47.11083333,1,2012,2018,7
ATIB 02605,CETESB,Rio Atibaia,SP,-22.76305556,-47.155,1,2012,2018,7
ATIB 02605 ou ATIB02605,CETESB,Rio Atibaia,SP,-22.763056,-47.155,5,1978,2020,41
ATIB 02800,CETESB,Rio Atibaia,SP,-22.76138889,-47.17333333,1,2012,2018,7
ATIB 02900,CETESB,Rio Atibaia,SP,-22.69833333,-47.29083333,1,2012,2018,7
ATIB02010,CETESB,Rio Atibaia,SP,-23.103333,-46.545,5,1995,2021,26
ATIB02030,CETESB,Rio Atibaia,SP,-22.969167,-46.847778,5,2000,2021,21
ATIB02035,CETESB,Rio Atibaia,SP,-22.937778,-46.933611,5,2000,2021,21
ATIB02065,CETESB,Rio Atibaia,SP,-22.905,-46.973889,5,1979,2021,42
ATIB02300,CETESB,Rio Atibaia,SP,-22.756944,-47.110833,5,2000,2021,21
ATIB02800,CETESB,Rio Atibaia,SP,-22.761389,-47.173333,5,2000,2021,21
ATIB02900,CETESB,Rio Atibaia,SP,-22.698333,-47.290833,5,2000,2021,21
ATSG02800,CETESB,Reservatório de Salto Grande (UGRHI 05),SP,-22.7161,-47.2672,5,2017,2021,4
AVEC02800,CETESB,Ribeirão Avecuia,SP,-23.2025,-47.5022,5,2017,2021,4
BAGR 04020,CETESB,Ribeirão dos Bagres,SP,-20.52055556,-47.37444444,1,2012,2018,7
BAGR 04020 ou BAGR04020,CETESB,Ribeirão dos Bagres,SP,-20.520556,-47.374444,5,2000,2020,18
BAGR 04500,CETESB,Ribeirão dos Bagres,SP,-20.555,-47.41388889,1,2012,2018,7
BAGR 04500 ou BAGR04500,CETESB,Ribeirão dos Bagres,SP,-20.555,-47.413889,5,1979,2020,39
BAGR 04600,CETESB,Ribeirão dos Bagres,SP,-20.63083333,-47.47166667,1,2012,2018,7
BAGR 04950,CETESB,Ribeirão dos Bagres,SP,-20.69527778,-47.57083333,1,2012,2018,7
BAGR 04950 ou BAGR04950,CETESB,Ribeirão dos Bagres,SP,-20.695278,-47.570833,5,2000,2020,19
BAGR04600,CETESB,Ribeirão dos Bagres,SP,-20.630833,-47.471667,5,2000,2021,21
BAGU 02700,CETESB,Ribeirão Baguaçu,SP,-21.22194444,-50.42861111,1,2012,2018,7
BAGU02700,CETESB,Ribeirão Baguaçu,SP,-21.221944,-50.428611,5,2001,2021,20
BAIN 02950,CETESB,Rio Atibainha,SP,-23.11277778,-46.47861111,1,2012,2018,7
BAIN02950,CETESB,Rio Atibainha,SP,-23.112778,-46.478611,5,2003,2021,18
BARI02950,CETESB,Rio Lambari,SP,-21.6592,-46.5664,3,2020,2021,2
BATA 02050,CETESB,Rio Batalha,SP,-22.38083333,-49.11527778,1,2012,2018,7
BATA 02300,CETESB,Rio Batalha,SP,-22.13861111,-49.28,1,2016,2018,3
BATA 02800,CETESB,Rio Batalha,SP,-21.88722222,-49.23472222,1,2012,2018,7
BATA02050,CETESB,Rio Batalha,SP,-22.380833,-49.115278,5,2001,2021,20
BATA02300,CETESB,Rio Batalha,SP,-22.138611,-49.28,5,2016,2021,5
BATA02800,CETESB,Rio Batalha,SP,-21.887222,-49.234722,5,2001,2021,20
BBRA02700,CETESB,Braço do Ribeirão Santa Bárbara - UGRHI 19,SP,-21.0778,-50.1114,5,2020,2021,2
BEBE04500,CETESB,Córr. Bebedouro,SP,-20.9139,-48.4583,5,2020,2021,2
BEBE04800,CETESB,Córr. Bebedouro,SP,-20.8297,-48.4447,5,2019,2019,1
BESP 04900,CETESB,Córrego da Boa Esperança,SP,-21.54583333,-50.97444444,1,2016,2018,3
BESP04900,CETESB,Córrego da Boa Esperança,SP,-21.545833,-50.974444,5,2016,2021,5
BFAR02250,CETESB,Braço do Ribeirão da Fartura,SP,-21.1917,-49.6875,5,2020,2021,2
BILU 02900,CETESB,Córrego da Biluca,SP,-20.85333333,-49.4325,1,2012,2018,7
BILU02900,CETESB,Córrego da Biluca,SP,-20.853333,-49.4325,5,2009,2021,12
BJAU 03300,CETESB,Braço do rio Jaú,SP,-22.19083333,-48.67694444,1,2016,2018,3
BJAU03300,CETESB,Braço do rio Jaú,SP,-22.190833,-48.676944,5,2016,2021,5
BMAN02250,CETESB,Braço do Rio Barra Mansa,SP,-21.2317,-49.5289,5,2020,2021,2
BPEN 02400,CETESB,Braço do Rib. Ponte Pensa,SP,-20.29666667,-50.92444444,1,2013,2018,6
BPEN02400,CETESB,Braço do Rib. Ponte Pensa,SP,-20.296667,-50.924444,5,2013,2021,8
BQGU 03150,CETESB,Rio Baquirivu-Guaçu,SP,-23.41361111,-46.37166667,1,2012,2018,7
BQGU03150,CETESB,Rio Baquirivu-Guaçu,SP,-23.413611,-46.371667,5,1989,2021,22
BROA02800,CETESB,Represa do Broa,SP,-22.1767,-47.8994,5,2017,2021,4
BSJD 02200,CETESB,Braço do Rio São José dos Dourados,SP,-20.55305556,-51.01111111,1,2013,2018,6
BSJD 02900,CETESB,Braço do Rio São José dos Dourados,SP,-20.43277778,-51.25777778,1,2013,2018,6
BSJD02200,CETESB,Braço do Rio São José dos Dourados,SP,-20.553056,-51.011111,5,2013,2021,8
BSJD02900,CETESB,Braço do Rio São José dos Dourados,SP,-20.432778,-51.257778,5,2013,2021,8
BUKI 02950,CETESB,Rio Buquira,SP,-23.15,-45.89833333,1,2016,2018,3
BUKI02950,CETESB,Rio Buquira,SP,-23.15,-45.898333,5,2016,2021,5
CABU 04700,CETESB,Rio Cabuçu,SP,-23.47361111,-46.56138889,1,2012,2018,7
CABU04700,CETESB,Rio Cabuçu,SP,-23.473611,-46.561389,5,2007,2021,14
CACH 00500,CETESB,Reservatório do Rio Cachoeira,SP,-23.03361111,-46.29,1,2014,2018,5
CACH00500,CETESB,Reservatório do Rio Cachoeira,SP,-23.033611,-46.29,5,2014,2021,7
CANO 02001,CETESB,Rio Canoas,SP,-21.42222222,-46.99583333,1,2016,2018,3
CANO 02800,CETESB,Rio Canoas,SP,-21.47055556,-47.09388889,1,2016,2018,3
CANO02001,CETESB,Rio Canoas,SP,-21.422222,-46.995833,5,2016,2021,5
CANO02800,CETESB,Rio Canoas,SP,-21.470556,-47.093889,5,2016,2021,5
CARM 04400,CETESB,Rio do Carmo,SP,-20.27972222,-47.79694444,1,2012,2018,7
CARM04400,CETESB,Rio do Carmo,SP,-20.279722,-47.796944,5,2009,2021,12
CASC 02050,CETESB,Reservatório Cascata,SP,-22.21333333,-49.92277778,1,2012,2018,7
CASC02050,CETESB,Reservatório Cascata,SP,-22.213333,-49.922778,5,2001,2021,20
CAXO 02800,CETESB,Rio Cachoeira,SP,-23.09527778,-46.44194444,1,2012,2018,7
CAXO02800,CETESB,Rio Cachoeira,SP,-23.095278,-46.441944,5,2003,2021,18
CMDC 02050,CETESB,Rio Camanducaia,SP,-22.72444444,-46.62444444,1,2012,2018,7
CMDC 02100,CETESB,Rio Camanducaia,SP,-22.70472222,-46.695,1,2012,2018,7
CMDC 02300,CETESB,Rio Camanducaia,SP,-22.7025,-46.74944444,1,2012,2018,7
CMDC 02400,CETESB,Rio Camanducaia,SP,-22.68916667,-46.88083333,1,2012,2018,7
CMDC 02900,CETESB,Rio Camanducaia,SP,-22.66166667,-47.00305556,1,2012,2018,7
CMDC02050,CETESB,Rio Camanducaia,SP,-22.724444,-46.624444,5,2003,2021,18
CMDC02100,CETESB,Rio Camanducaia,SP,-22.704722,-46.695,5,2002,2021,19
CMDC02300,CETESB,Rio Camanducaia,SP,-22.7025,-46.749444,5,2000,2021,21
CMDC02400,CETESB,Rio Camanducaia,SP,-22.689167,-46.880833,5,2000,2021,21
CMDC02900,CETESB,Rio Camanducaia,SP,-22.661667,-47.003056,5,1995,2021,26
COCH 02850,CETESB,Rio das Conchas,SP,-22.98777778,-48.01277778,1,2012,2018,7
COCH02850,CETESB,Rio das Conchas,SP,-22.987778,-48.012778,5,2010,2021,11
CPIV 02030,CETESB,Rio Capivari,SP,-23.115,-46.8525,1,2012,2018,7
CPIV 02030 ou CPIV02030,CETESB,Rio Capivari,SP,-23.115,-46.8525,5,2000,2020,20
CPIV 02060,CETESB,Rio Capivari,SP,-23.10166667,-46.92222222,1,2012,2018,7
CPIV 02060 ou CPIV02060,CETESB,Rio Capivari,SP,-23.101667,-46.922222,5,2000,2020,20
CPIV 02100,CETESB,Rio Capivari,SP,-23.06361111,-46.98416667,1,2012,2018,7
CPIV 02100 ou CPIV02100,CETESB,Rio Capivari,SP,-23.063611,-46.984167,5,2000,2020,20
CPIV 02130,CETESB,Rio Capivari,SP,-23.00611111,-47.1,1,2012,2018,7
CPIV 02160,CETESB,Rio Capivari,SP,-22.955,-47.24361111,1,2012,2018,7
CPIV 02160 ou CPIV02160,CETESB,Rio Capivari,SP,-22.955,-47.243611,5,2000,2020,20
CPIV 02200,CETESB,Rio Capivari,SP,-22.95944444,-47.2975,1,2012,2018,7
CPIV 02700,CETESB,Rio Capivari,SP,-22.99944444,-47.53111111,1,2012,2018,7
CPIV 02900,CETESB,Rio Capivari,SP,-22.98916667,-47.75472222,1,2012,2018,7
CPIV02130,CETESB,Rio Capivari,SP,-23.006111,-47.1,5,1995,2021,26
CPIV02200,CETESB,Rio Capivari,SP,-22.959444,-47.2975,5,1978,2021,43
CPIV02700,CETESB,Rio Capivari,SP,-22.999444,-47.531111,5,2003,2021,18
CPIV02900,CETESB,Rio Capivari,SP,-22.989167,-47.754722,5,1997,2021,24
CRIS 03400,CETESB,Ribeirão dos Cristais,SP,-23.33166667,-46.82472222,1,2012,2018,7
CRIS03400,CETESB,Ribeirão dos Cristais,SP,-23.331667,-46.824722,5,1999,2021,22
CRUM 02050,CETESB,Rio Corumbataí,SP,-22.12916667,-47.66805556,1,2012,2018,7
CRUM 02080,CETESB,Rio Corumbataí,SP,-22.32472222,-47.55888889,1,2012,2018,7
CRUM 02100,CETESB,Rio Corumbataí,SP,-22.34694444,-47.57,1,2012,2018,7
CRUM 02100 ou CRUM02100,CETESB,Rio Corumbataí,SP,-22.346944,-47.57,5,2000,2019,19
CRUM 02200,CETESB,Rio Corumbataí,SP,-22.515,-47.62388889,1,2012,2018,7
CRUM 02300,CETESB,Rio Corumbataí,SP,-22.58138889,-47.68361111,1,2012,2018,7
CRUM 02500,CETESB,Rio Corumbataí,SP,-22.63361111,-47.68277778,1,2012,2018,7
CRUM 02900,CETESB,Rio Corumbataí,SP,-22.68444444,-47.67694444,1,2012,2016,5
CRUM 02900,CETESB,Rio Corumbataí,SP,-22.684444,-47.676944,5,2000,2016,16
CRUM02050,CETESB,Rio Corumbataí,SP,-22.129167,-47.668056,5,2002,2021,19
CRUM02080,CETESB,Rio Corumbataí,SP,-22.324722,-47.558889,5,2010,2021,11
CRUM02200,CETESB,Rio Corumbataí,SP,-22.515,-47.623889,5,2001,2021,20
CRUM02300,CETESB,Rio Corumbataí,SP,-22.581389,-47.683611,5,2000,2021,20
CRUM02500,CETESB,Rio Corumbataí,SP,-22.633611,-47.682778,5,1978,2021,43
CRUM02850,CETESB,Rio Corumbataí,SP,-22.6792,-47.6753,5,2017,2021,4
CXBU 02900,CETESB,Ribeirao do Caxambu,SP,-23.16416667,-47.015,1,2012,2018,7
CXBU 02900 ou CXBU02900,CETESB,Ribeirao do Caxambu,SP,-23.164167,-47.015,5,2010,2020,10
CXEI 02550,CETESB,Rio da Cachoeirinha,SP,-20.70305556,-48.89416667,1,2015,2018,4
CXEI 02900,CETESB,Rio da Cachoeirinha,SP,-20.61694444,-49.055,1,2012,2018,7
CXEI02550,CETESB,Rio da Cachoeirinha,SP,-20.703056,-48.894167,5,2015,2021,6
CXEI02900,CETESB,Rio da Cachoeirinha,SP,-20.616944,-49.055,5,2011,2021,10
DADO 02600,CETESB,Rio Dourado,SP,-21.81,-49.48611111,1,2014,2018,5
DADO02600,CETESB,Rio Dourado,SP,-21.81,-49.486111,5,2014,2021,7
DEMB02800,CETESB,Córr. Mandembo,SP,-20.8381,-48.4831,5,2020,2021,2
EIXE 02225,CETESB,Rio do Peixe-UGRHI 10,SP,-23.01777778,-48.12833333,1,2012,2018,7
EIXE02225,CETESB,Rio do Peixe-UGRHI 10,SP,-23.017778,-48.128333,5,2010,2021,11
ENHA 02900,CETESB,Ribeirão da Penha,SP,-22.40611111,-46.83972222,1,2014,2018,5
ENHA02900,CETESB,Ribeirão da Penha,SP,-22.406111,-46.839722,5,2014,2021,7
ERAZ 02700,CETESB,Ribeirão Ferraz,SP,-22.35416667,-47.18194444,1,2012,2018,7
ERAZ 02990,CETESB,Ribeirão Ferraz,SP,-22.29611111,-47.18166667,1,2012,2018,7
ERAZ02700,CETESB,Ribeirão Ferraz,SP,-22.354167,-47.181944,5,2002,2021,19
ERAZ02990,CETESB,Ribeirão Ferraz,SP,-22.296111,-47.181667,5,2002,2021,19
ESGT 02050,CETESB,Córrego do Esgotão,SP,-21.46222222,-49.58361111,1,2012,2018,7
ESGT02050,CETESB,Córrego do Esgotão,SP,-21.462222,-49.583611,5,2010,2021,11
FRUT 02800,CETESB,Córrego do Frutal,SP,-21.20777778,-50.65138889,1,2015,2018,4
FRUT02800,CETESB,Córrego do Frutal,SP,-21.207778,-50.651389,5,2015,2021,6
GERT 02500,CETESB,Córrego Santa Gertrudes,SP,-22.45277778,-47.52,1,2012,2018,7
GERT02500,CETESB,Córrego Santa Gertrudes,SP,-22.452778,-47.52,5,2006,2021,15
GRAM02950,,,SP,-21.5778,-46.6219,3,2021,2021,1
GRDE 02300,CETESB,"Rio Grande - UGRHI 08, 12 e 15",SP,-20.02416667,-48.23444444,1,2012,2018,7
GRDE 02400,CETESB,"Rio Grande - UGRHI 08, 12 e 15",SP,-20.16361111,-48.68972222,1,2016,2018,3
GRDE 02500,CETESB,"Rio Grande - UGRHI 08, 12 e 15",SP,-20.30444444,-49.20722222,1,2016,2018,3
GRDE 02800,CETESB,"Rio Grande - UGRHI 08, 12 e 15",SP,-19.84861111,-50.36833333,1,2013,2018,6
GRDE02300,CETESB,"Rio Grande - UGRHI 08, 12 e 15",SP,-20.024167,-48.234444,5,2001,2021,20
GRDE02400,CETESB,"Rio Grande - UGRHI 08, 12 e 15",SP,-20.163611,-48.689722,5,2016,2021,5
GRDE02500,CETESB,"Rio Grande - UGRHI 08, 12 e 15",SP,-20.304444,-49.207222,5,1978,2021,26
GRDE02800,CETESB,"Rio Grande - UGRHI 08, 12 e 15",SP,-19.848611,-50.368333,5,2013,2021,8
IACR 03750,CETESB,Rio Iacri,SP,-21.82527778,-50.42277778,1,2014,2018,5
IACR03750,CETESB,Rio Iacri,SP,-21.825278,-50.422778,5,2014,2021,7
IADE 04500,CETESB,Córrego da Piedade,SP,-20.81777778,-49.435,1,2012,2018,7
IADE04500,CETESB,Córrego da Piedade,SP,-20.817778,-49.435,5,2009,2021,12
IRIS 02100,CETESB,Rio Piraí,SP,-23.26194444,-47.05777778,1,2012,2018,7
IRIS 02200,CETESB,Rio Piraí,SP,-23.24777778,-47.07333333,1,2012,2018,7
IRIS 02250,CETESB,Rio Piraí,SP,-23.25027778,-47.09361111,1,2012,2018,7
IRIS 02400,CETESB,Rio Piraí,SP,-23.26222222,-47.12027778,1,2012,2018,7
IRIS 02400 ou IRIS02400,CETESB,Rio Piraí,SP,-23.262222,-47.120278,5,2000,2020,20
IRIS 02600,CETESB,Rio Piraí,SP,-23.25638889,-47.17611111,1,2012,2018,7
IRIS 02600 ou IRIS02600,CETESB,Rio Piraí,SP,-23.256389,-47.176111,5,2000,2020,20
IRIS 02900,CETESB,Rio Piraí,SP,-23.18305556,-47.24388889,1,2012,2018,7
IRIS02100,CETESB,Rio Piraí,SP,-23.261944,-47.057778,5,2000,2021,21
IRIS02200,CETESB,Rio Piraí,SP,-23.247778,-47.073333,5,2000,2021,21
IRIS02250,CETESB,Rio Piraí,SP,-23.250278,-47.093611,5,2000,2021,21
IRIS02900,CETESB,Rio Piraí,SP,-23.183056,-47.243889,5,1998,2021,23
ISOL 02995,CETESB,Reservatório de Ilha Solteira,SP,-20.37638889,-51.375,1,2013,2018,6
ISOL02995,CETESB,Reservatório de Ilha Solteira,SP,-20.376389,-51.375,5,2013,2021,8
JAGI 00350,CETESB,Rio Jaguari - UGRHI 02,SP,-23.33,-46.28055556,1,2012,2018,7
JAGI 02900,CETESB,Rio Jaguari - UGRHI 02,SP,-23.1725,-45.91361111,1,2012,2018,7
JAGI00350,CETESB,Rio Jaguari - UGRHI 02,SP,-23.33,-46.280556,5,2012,2021,9
JAGI02900,CETESB,Rio Jaguari - UGRHI 02,SP,-23.1725,-45.913611,5,1995,2021,26
JAGJ 00200,CETESB,Reservatório do Jaguari - UGRHI 02,SP,-23.29388889,-46.23388889,1,2012,2018,7
JAGJ 00900,CETESB,Reservatório do Jaguari - UGRHI 02,SP,-23.19361111,-46.0275,1,2012,2018,7
JAGJ00200,CETESB,Reservatório do Jaguari - UGRHI 02,SP,-23.293889,-46.233889,5,1978,2021,40
JAGJ00900,CETESB,Reservatório do Jaguari - UGRHI 02,SP,-23.193611,-46.0275,5,2008,2021,13
JAGR 00002,CETESB,Rio Jaguari - UGRHI 05,SP,-22.88138889,-46.39111111,1,2012,2018,7
JAGR 00005,CETESB,Rio Jaguari - UGRHI 05,SP,-22.915,-46.42805556,1,2012,2018,7
JAGR 00005 ou JAGR00005,CETESB,Rio Jaguari - UGRHI 05,SP,-22.915,-46.428056,5,2003,2020,17
JAGR 02010,CETESB,Rio Jaguari - UGRHI 05,SP,-22.90833333,-46.54361111,1,2012,2018,7
JAGR 02100,CETESB,Rio Jaguari - UGRHI 05,SP,-22.8775,-46.60722222,1,2012,2018,7
JAGR 02200,CETESB,Rio Jaguari - UGRHI 05,SP,-22.74666667,-46.89777778,1,2012,2018,7
JAGR 02300,CETESB,Rio Jaguari - UGRHI 05,SP,-22.71222222,-46.97138889,1,2012,2018,7
JAGR 02400,CETESB,Rio Jaguari - UGRHI 05,SP,-22.70416667,-47.01416667,1,2012,2018,7
JAGR 02400 ou JAGR02400,CETESB,Rio Jaguari - UGRHI 05,SP,-22.704167,-47.014167,5,2000,2020,20
JAGR 02500,CETESB,Rio Jaguari - UGRHI 05,SP,-22.69888889,-47.15194444,1,2012,2018,7
JAGR 02800,CETESB,Rio Jaguari - UGRHI 05,SP,-22.66222222,-47.27777778,1,2012,2018,7
JAGR00002,CETESB,Rio Jaguari - UGRHI 05,SP,-22.881389,-46.391111,5,2004,2021,17
JAGR02010,CETESB,Rio Jaguari - UGRHI 05,SP,-22.908333,-46.543611,5,2000,2021,21
JAGR02100,CETESB,Rio Jaguari - UGRHI 05,SP,-22.8775,-46.607222,5,2001,2021,20
