station_code,station_name,river_name,series_type,date,monthly_mean
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1983-02-01,349.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1983-03-01,344.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1983-04-01,327.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1983-05-01,308.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1983-06-01,306.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1983-07-01,294.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1983-08-01,291.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1983-09-01,294.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1983-10-01,300.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1983-11-01,315.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1983-12-01,328.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1984-01-01,332.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1984-02-01,328.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1984-03-01,330.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1984-04-01,322.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1984-05-01,321.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1984-06-01,316.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1984-07-01,310.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1984-08-01,320.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1984-09-01,300.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1984-10-01,286.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1984-11-01,302.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1984-12-01,320.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1985-01-01,344.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1985-02-01,367.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1985-03-01,357.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1985-04-01,334.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1985-05-01,314.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1985-06-01,305.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1985-07-01,300.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1985-08-01,293.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1985-09-01,290.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1985-10-01,293.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1985-11-01,302.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1985-12-01,297.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1986-01-01,318.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1986-02-01,327.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1986-03-01,336.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1986-04-01,322.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1986-05-01,312.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1986-06-01,302.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1986-07-01,293.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1986-08-01,298.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1986-09-01,295.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1986-10-01,292.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1986-11-01,292.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1986-12-01,310.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1987-01-01,330.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1987-02-01,352.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1987-03-01,350.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1987-04-01,328.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1987-05-01,320.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1987-06-01,304.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1987-07-01,292.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1987-08-01,291.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1987-09-01,288.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1987-10-01,317.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1987-11-01,310.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1987-12-01,311.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1988-06-01,314.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1988-07-01,303.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1988-08-01,297.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1988-09-01,291.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1988-10-01,293.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1988-11-01,307.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1988-12-01,318.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1989-01-01,356.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1989-02-01,359.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1989-03-01,358.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1989-04-01,348.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1989-05-01,324.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1989-06-01,312.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1989-07-01,310.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1989-08-01,308.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1989-09-01,303.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1989-10-01,299.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1989-11-01,316.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1989-12-01,343.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1990-01-01,708.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1990-02-01,330.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1990-03-01,633.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1990-04-01,634.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1990-05-01,632.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1990-06-01,604.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1990-07-01,593.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1990-08-01,291.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1990-09-01,583.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1990-10-01,606.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1990-11-01,658.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1990-12-01,631.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1991-06-01,304.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1991-07-01,300.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1991-08-01,294.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1991-09-01,293.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1991-10-01,305.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1991-11-01,292.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1991-12-01,309.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1992-01-01,333.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1992-02-01,333.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1992-03-01,344.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1992-04-01,336.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1992-05-01,320.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1992-06-01,303.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1992-07-01,297.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1992-08-01,295.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1992-09-01,310.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1992-10-01,314.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1992-11-01,318.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1992-12-01,327.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1993-01-01,323.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1993-02-01,350.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1993-03-01,341.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1993-04-01,345.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1993-05-01,316.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1993-06-01,312.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1993-07-01,307.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1993-08-01,302.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1993-09-01,307.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1993-10-01,304.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1993-11-01,296.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1993-12-01,304.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1994-01-01,318.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1994-02-01,329.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1994-03-01,345.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1994-04-01,336.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1994-05-01,319.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1994-06-01,310.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1994-07-01,303.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1994-08-01,295.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1994-09-01,291.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1994-10-01,294.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1994-11-01,308.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1994-12-01,316.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1995-01-01,318.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1995-02-01,356.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1995-03-01,337.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1995-04-01,326.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1995-05-01,313.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1995-06-01,303.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1995-07-01,297.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1995-08-01,293.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1995-10-01,299.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1995-11-01,304.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1995-12-01,304.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1996-01-01,318.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1996-02-01,324.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1996-03-01,340.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1996-04-01,320.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1996-05-01,309.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1996-06-01,297.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1996-07-01,292.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1996-08-01,288.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1996-09-01,299.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1996-10-01,298.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1997-01-01,358.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1997-02-01,346.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1997-03-01,317.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1997-04-01,313.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1997-05-01,313.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1997-06-01,327.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1997-07-01,302.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1997-08-01,295.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1997-09-01,294.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1997-10-01,298.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1997-11-01,318.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1997-12-01,351.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1998-01-01,324.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1998-02-01,346.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1998-03-01,358.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1998-04-01,337.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1998-05-01,317.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1998-06-01,311.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1998-07-01,301.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1998-08-01,302.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1998-09-01,301.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1998-10-01,313.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1998-11-01,307.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1998-12-01,342.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1999-01-01,365.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1999-02-01,336.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1999-03-01,346.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1999-04-01,333.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1999-05-01,310.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1999-06-01,304.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1999-07-01,299.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1999-08-01,292.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1999-09-01,287.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1999-10-01,291.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1999-11-01,304.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,1999-12-01,324.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2000-01-01,335.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2000-02-01,361.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2000-03-01,351.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2000-04-01,342.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2000-05-01,319.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2000-06-01,305.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2000-07-01,302.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2000-08-01,301.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2000-09-01,303.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2000-10-01,303.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2000-11-01,314.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2000-12-01,297.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2001-01-01,322.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2001-02-01,334.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2001-03-01,343.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2001-04-01,319.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2001-05-01,316.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2001-06-01,306.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2001-07-01,299.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2001-08-01,295.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2001-09-01,296.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2001-10-01,304.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2001-11-01,330.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2001-12-01,359.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2002-01-01,357.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2002-02-01,371.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2002-03-01,379.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2002-04-01,341.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2002-05-01,320.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2002-06-01,310.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2002-07-01,313.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2002-08-01,309.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2002-09-01,304.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2002-10-01,308.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2002-11-01,322.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2002-12-01,313.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2003-01-01,333.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2003-02-01,353.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2003-03-01,346.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2003-04-01,354.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2003-05-01,320.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2003-06-01,314.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2003-07-01,304.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2003-08-01,298.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2003-09-01,301.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2003-10-01,303.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2003-11-01,307.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2003-12-01,315.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2004-01-01,331.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2004-02-01,326.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2004-03-01,315.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2004-04-01,311.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2004-05-01,319.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2004-06-01,304.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2004-07-01,300.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2004-08-01,288.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2004-09-01,283.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2004-10-01,298.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2004-11-01,311.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2004-12-01,315.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2005-01-01,354.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2005-02-01,340.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2005-03-01,321.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2005-04-01,316.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2005-05-01,306.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2005-06-01,302.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2005-07-01,295.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2005-08-01,288.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2005-09-01,288.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2005-10-01,300.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2005-11-01,311.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2005-12-01,337.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2006-01-01,339.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2006-02-01,329.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2006-03-01,341.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2006-04-01,345.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2006-05-01,315.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2006-06-01,306.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2006-07-01,298.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2006-08-01,294.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2006-09-01,298.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2006-10-01,310.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2006-11-01,313.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2007-03-01,334.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2007-04-01,313.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2007-05-01,312.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2007-06-01,301.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2007-07-01,295.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2007-08-01,289.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2007-09-01,284.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2007-10-01,292.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2007-11-01,300.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2007-12-01,301.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2008-01-01,317.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2008-02-01,334.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2008-03-01,349.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2008-04-01,343.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2008-06-01,306.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2008-07-01,344.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,cotas,2008-08-01,374.0
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1983-02-01,196.89285
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1983-03-01,187.01935
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1983-04-01,156.28667
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1983-05-01,125.64516
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1983-06-01,123.33334
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1983-07-01,105.23871
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1983-08-01,101.35484
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1983-09-01,105.92667
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1983-10-01,113.41936
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1983-11-01,137.41333
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1983-12-01,159.17419
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1984-01-01,164.01291
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1984-02-01,157.92413
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1984-03-01,161.3613
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1984-04-01,148.72
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1984-05-01,147.30968
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1984-06-01,138.54666
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1984-07-01,129.67097
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1984-08-01,144.43225
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1984-09-01,113.924
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1984-10-01,94.663231
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1984-11-01,117.58733
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1984-12-01,144.65161
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1985-01-01,190.64516
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1985-02-01,236.21428
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1985-03-01,211.51613
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1985-04-01,168.15334
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1985-05-01,135.45161
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1985-06-01,120.84666
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1985-07-01,113.63871
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1985-08-01,104.69678
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1985-09-01,100.24934
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1985-10-01,104.17613
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1985-11-01,117.01
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1985-12-01,110.18387
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1986-01-01,141.65161
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1986-02-01,156.27856
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1986-03-01,171.8129
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1986-04-01,149.10667
63001500,ALTO SUCURIU,RIO SUCURIÚ,vazoes,1986-05-01,132.04517
